#format: frame checksums
#version: 2
#hash: MD5
#software: Lavf61.7.100
#tb 0: 1/60
#media_type 0: video
#codec_id 0: rawvideo
#dimensions 0: 1080x1920
#sar 0: 1/1
#stream#, dts,        pts, duration,     size, hash
0,         59,         59,        1,  6220800, 6dfd2a4b08bffe39de936f11f3388016
0,         60,         60,        1,  6220800, ab7c358ea67ee04b4c30dc707a54de0e
0,         61,         61,        1,  6220800, d4fc3d8699dca05e42125840a6ca52d1
0,         62,         62,        1,  6220800, e560bcd5d12ee03fc0e4c7a2e3f67d86
0,         63,         63,        1,  6220800, 82613e360264675d87d927189ce168a2
0,         64,         64,        1,  6220800, 4157030942653ff4663292d0c4176283
0,         65,         65,        1,  6220800, ca6356eaa6162b788e65cd67b3848e0d
0,         66,         66,        1,  6220800, df55cc0295e28f46ebfceb60c57b4652
0,         67,         67,        1,  6220800, 0b0976563fefd9fd423150257e7c5a84
0,         68,         68,        1,  6220800, 112e1e2f9e0ada2aabb049beb5d1b031
0,         69,         69,        1,  6220800, 0b714b441a6bccfb9401598ef3dad3a4
0,         70,         70,        1,  6220800, 0a36faf33063bd7e9f124f7eabdbd942
0,         71,         71,        1,  6220800, c8a9fcd538fefc05ae24b0a7fc4fdfb0
0,         72,         72,        1,  6220800, fccfdef868a71378e64ba3b2228c0f67
0,         73,         73,        1,  6220800, 67d73c510fdcc6dab7ee8b272fd4bd60
0,         74,         74,        1,  6220800, aa00333ad92840e1a80def71215a7732
0,         75,         75,        1,  6220800, be8f4fcace67e69e0d82ee009add4a93
0,         76,         76,        1,  6220800, 6a31c057b0184577bd2c72e09a6094a7
0,         77,         77,        1,  6220800, a8da36560d85278ac73b1837987ab836
0,         78,         78,        1,  6220800, 694d8efa8935f51a052e7ce5be6fbf0b
0,         79,         79,        1,  6220800, 4d963013110f80a2c792eb1474101785
0,         80,         80,        1,  6220800, b4434ef257b06a6d4c8e26a3ddfa3959
0,         81,         81,        1,  6220800, 1658644ce7e129b72904e88785a9bcce
0,         82,         82,        1,  6220800, ee68d1b156f5cbbb01f9acd8416b6940
0,         83,         83,        1,  6220800, 04c49b143828743cba4e58c1aa3b9338
0,         84,         84,        1,  6220800, 495b3bd02861a1d517d4cd48a7e06d19
0,         85,         85,        1,  6220800, 30ee99571b25b574bc815c077d2774a6
0,         86,         86,        1,  6220800, 3ba0675c569fe7b76df2d6d9f455ac5b
0,         87,         87,        1,  6220800, e5932a53a1c1f0302f0f36f74142386b
0,         88,         88,        1,  6220800, 835a85d70f143aadf9e2c7288b2f55d2
0,         89,         89,        1,  6220800, 0bab23b8e8eadf4c12984c2750ebab91
0,         90,         90,        1,  6220800, 0e4ed39a2f4b5578c68ef5949d5f7621
0,         91,         91,        1,  6220800, a63c57c30c3cc9614cce642ed39fa063
0,         92,         92,        1,  6220800, cdea9d825bcc5db04ff384129884d412
0,         93,         93,        1,  6220800, 983c7ceb4781973e2f4e63f25d8b10ee
0,         94,         94,        1,  6220800, 21547d4c49bf896225e5957e9906e59f
0,         95,         95,        1,  6220800, a49c26de1b66d09383c0f9751444e0f4
0,         96,         96,        1,  6220800, 2d1f341f63500d9a2af28dcbf706c767
0,         97,         97,        1,  6220800, 1a264cb53af931f08178849625343c22
0,         98,         98,        1,  6220800, bff50e59a4785d7369443eb0778ba149
0,         99,         99,        1,  6220800, c30df89cb2ac786289b429d104b28de8
0,        100,        100,        1,  6220800, d5d35ccaf13bac80400afb29accad71c
0,        101,        101,        1,  6220800, 7759bc0a88c5bb11438de6894e8add51
0,        102,        102,        1,  6220800, 31f6e0eddbe9c75f58c7464a980ecadf
0,        103,        103,        1,  6220800, ec4091cc9dc9d013f7d1eec0427269cd
0,        104,        104,        1,  6220800, 2f3dbb8065c9b5efefe219dc08b57d45
0,        105,        105,        1,  6220800, 0d5315aec96c57d90f0a6e8b7a391f25
0,        106,        106,        1,  6220800, bfca7f8a136111e91763811c14d07260
0,        107,        107,        1,  6220800, 15967d288e8848437d79b7dd6838c2ea
0,        108,        108,        1,  6220800, 1c5166e93671e6bc4407dec7e07f77f9
0,        109,        109,        1,  6220800, 7749a02b45a94bda2d687b6308386889
0,        110,        110,        1,  6220800, 0463bdaa1d7ba022d93bfbe601804b47
0,        111,        111,        1,  6220800, b246d3316f83a5d3b9443b1d883276b3
0,        112,        112,        1,  6220800, eff89207d78b774ab1548a480b5a11de
0,        113,        113,        1,  6220800, 78e58ce0b08c9bb04618d51bfe54e671
0,        114,        114,        1,  6220800, 3d175a06df32273f375e07ec2680f5b1
0,        115,        115,        1,  6220800, b90687a66d543ff34d1d6ca2fc0d498c
0,        116,        116,        1,  6220800, 2f91e5a6e3286548806a1686b7a2b881
0,        117,        117,        1,  6220800, 8d6a1e635b136685dbdc8d8b8e182934
0,        118,        118,        1,  6220800, 5ae043f904f881b87c0cdb60df45362d
0,        119,        119,        1,  6220800, 8585d51a5619a2ef83db6b3ea7de65ce
0,        120,        120,        1,  6220800, 3af99648a5cd11bf344f3ad4c0f13a1e
0,        121,        121,        1,  6220800, e0f183485ed397b95ce57d516afc9319
0,        122,        122,        1,  6220800, fa1c234a8802f81e7b86767a7f5ad4bc
0,        123,        123,        1,  6220800, 28e9b94b77b97bcc6b68f4f078f242d4
0,        124,        124,        1,  6220800, 878f050a8b31951d9145769984181c28
0,        125,        125,        1,  6220800, ef8bad07b62efd746c0c0752715e8451
0,        126,        126,        1,  6220800, b21cef56f8746abc633fe4d11735d718
0,        127,        127,        1,  6220800, dc6b0ac8bc25437970a9957fcc8b221f
0,        128,        128,        1,  6220800, ccdd2ce502e26b2d8e63bdb5f0201333
0,        129,        129,        1,  6220800, d81b5939a44494544756186363360d00
0,        130,        130,        1,  6220800, 63aa5afcfeb62cfe4e934ab6fbe89e52
0,        131,        131,        1,  6220800, c913e64f0d3b25d88f4be60924b4c2ac
0,        132,        132,        1,  6220800, 0ae7791313110fa7825c29e21f1faa5f
0,        133,        133,        1,  6220800, 47fa6501595a05a03153c5d3a3c25062
0,        134,        134,        1,  6220800, 61e33d5b890bb7256b090d261dd7b4c8
0,        135,        135,        1,  6220800, 9ac706b10fd4f39141012ee1984b53d5
0,        136,        136,        1,  6220800, 3761307ae27725d56324221b28b07684
0,        137,        137,        1,  6220800, 81f39a36e4cd1975dc5e118c9d683a0b
0,        138,        138,        1,  6220800, 07deb3794214ff28e9bc6172d9101dab
0,        139,        139,        1,  6220800, 4064e4213da9dcc0aad480966ed3221e
0,        140,        140,        1,  6220800, 53d5d1d980ab64a3a9d655ff3ee9f4a8
0,        141,        141,        1,  6220800, 80917f0ec2835b08a3924e2a6ce8e051
0,        142,        142,        1,  6220800, 807db0625082488011bc5ac42134d5c1
0,        143,        143,        1,  6220800, 69aca9e797b54d69815a8c812f4e78e2
0,        144,        144,        1,  6220800, 97cff734c1ecd3f7b06572d0345135a4
0,        145,        145,        1,  6220800, adfc48939a3109231e117b49d04ba46d
0,        146,        146,        1,  6220800, 78f9f094eed6c304556f5ba2ccb28413
0,        147,        147,        1,  6220800, 0ee8ff6539cef3223a78c7f8b9836c91
0,        148,        148,        1,  6220800, 1a4f1fe6931344d2f636ad60050e6529
0,        149,        149,        1,  6220800, 1925923622bf93c40cc727dd45b70e0c
0,        150,        150,        1,  6220800, d8c7cee3731b0ec892196cf0bff79c74
0,        151,        151,        1,  6220800, 66ef17ddc1488c9d01ae92b11bc6fa6d
0,        152,        152,        1,  6220800, b5d9249f36ed94b82a9f33c463b33f04
0,        153,        153,        1,  6220800, 131b5a31ae9ca0a8a826296b436b6e10
0,        154,        154,        1,  6220800, 16b80d80c7f66640f9fe31c783e6f8a1
0,        155,        155,        1,  6220800, a112eed5c3c59c0e8dba40fa443fd055
0,        156,        156,        1,  6220800, cf5c7a092bd5e8a8daabb958309e5f38
0,        157,        157,        1,  6220800, 97e945054bf903f13c5b1c79d84dfe82
0,        158,        158,        1,  6220800, 66675f41e1052b53120fd47d2c43c4b5
0,        159,        159,        1,  6220800, ca0bbb488d158f4a9c21f7a57b0fb1aa
0,        160,        160,        1,  6220800, 1b4966089006748e706eacaa88aeba9f
0,        161,        161,        1,  6220800, 2ee6865326a9a28383ce1709a4e92a68
0,        162,        162,        1,  6220800, 50c7e8a7ec8bd551240dc6c1589dac95
0,        163,        163,        1,  6220800, 9537b8e5256c04d8af6bafd01fcc697b
0,        164,        164,        1,  6220800, 0cd0aae4280ec5b58b6a54c401ec50fb
0,        165,        165,        1,  6220800, 36323a42b33960f5388bbe85016f4f02
0,        166,        166,        1,  6220800, be3b867db63ff96da4c7613b244bf3b5
0,        167,        167,        1,  6220800, 9b979d7bd9e744d0b084c0ea21beb382
0,        168,        168,        1,  6220800, 34c932e68b373462afe48d5c25b425d6
0,        169,        169,        1,  6220800, 593fe2c385be9e2d6d5aab6e108326f1
0,        170,        170,        1,  6220800, b11d5be33b06352a4a0c9c30e15028d1
0,        171,        171,        1,  6220800, e94bcfd7ba6efb36d48fce8134dcd860
0,        172,        172,        1,  6220800, 79cc96c2cd45f9a3b37f9d0f50179ec5
0,        173,        173,        1,  6220800, 3861943ccc0de1203b2282cfec14ccef
0,        174,        174,        1,  6220800, 62f4b3d933de9ec957e2cc1766a2428b
0,        175,        175,        1,  6220800, ec93c8a542bff4a48a05b5f07e134b85
0,        176,        176,        1,  6220800, 8cf3f57808df9429bfd245b97c474f31
0,        177,        177,        1,  6220800, f727bf2a568cb9e1bf8480fdb67d072c
0,        178,        178,        1,  6220800, 98219ef10367295c40d995da47398185
0,        179,        179,        1,  6220800, 7e079e818213633bbd05af12732e57a1
0,        180,        180,        1,  6220800, 9dccd3028e44bbe8cdaca2e9ff6d5b74
0,        181,        181,        1,  6220800, 78d4819851e4be6da6aad4c3237bc411
0,        182,        182,        1,  6220800, c1598bafe7d71070e8570d5f82358a2f
0,        183,        183,        1,  6220800, 829ea0fa3f180c0c2c20d39a73f2243a
0,        184,        184,        1,  6220800, 673cd353c651e82c7d0733891c5752de
0,        185,        185,        1,  6220800, a8b1a5444bec6102f615f07a075034f7
0,        186,        186,        1,  6220800, fa72df51c05d3454160c503cf10d59b3
0,        187,        187,        1,  6220800, 6dff66117dbf7c46411b2c3ee372cc88
0,        188,        188,        1,  6220800, a0eda8ff35e861c650d1b5f9bd7b1ea5
0,        189,        189,        1,  6220800, 30ce8f53779ee536e62ed007d20574be
0,        190,        190,        1,  6220800, 068e270831ced78fec5c5f6769be5238
0,        191,        191,        1,  6220800, d451f59c4f31b279c944bee5f1893a44
0,        192,        192,        1,  6220800, f22cbb41c896f3fa49c50cddb44a254e
0,        193,        193,        1,  6220800, 02d3fc9fb747329feec893085d72d889
0,        194,        194,        1,  6220800, 4fe32b83be6aeefcd1d97cbd3bf9f304
0,        195,        195,        1,  6220800, 65662531ce2996f8eca30f530a04ed19
0,        196,        196,        1,  6220800, 7cd41688f1c58cc19e5647900eb50fc0
0,        197,        197,        1,  6220800, 2c947baa2a3e2f3b4f7566e67720275a
0,        198,        198,        1,  6220800, 583edb30508715b7e96a54aa1f3d2078
0,        199,        199,        1,  6220800, 251aca0751d1e345ba9461bd2e4d3939
0,        200,        200,        1,  6220800, b2658373100f2b2e6209883f82a20e28
0,        201,        201,        1,  6220800, 80f5b49d25f7b5a5be3f3b0e7ff6652e
0,        202,        202,        1,  6220800, 5274c368d74acb8de82db23b98bfb135
0,        203,        203,        1,  6220800, 4b192a6189215dc210733e3b909a466b
0,        204,        204,        1,  6220800, 4e75ba5832103fdcf809c9855f0c95ce
0,        205,        205,        1,  6220800, 740ad71ebc8274c67df6225993c655fb
0,        206,        206,        1,  6220800, cae12fe987d9dacf7141660e611100f7
0,        207,        207,        1,  6220800, 0b3c3a90827ca9aa0df73e0e73c51f0e
0,        208,        208,        1,  6220800, 1cd87d3673514964f4611cc8727da8d4
0,        209,        209,        1,  6220800, 730477431d387fb459cd144ab2bfd3c8
0,        210,        210,        1,  6220800, d455fa95bf2863445923b7e0fb391c5a
0,        211,        211,        1,  6220800, 9fe8ea582efb46031e0fdf5a719ba011
0,        212,        212,        1,  6220800, 17857904d8a88fd965974a63641df2a1
0,        213,        213,        1,  6220800, f3995b513d803bb375b2340d1d1f3069
0,        214,        214,        1,  6220800, 1f8f93ac699bd19378b50b2e023e468a
0,        215,        215,        1,  6220800, aa425c2b1b93889d4451636619ac78f3
0,        216,        216,        1,  6220800, 4aee367d2bdb773d44f399da469834f4
0,        217,        217,        1,  6220800, f8ee43430ce6102f97e03f1001d27abb
0,        218,        218,        1,  6220800, f2f669266b5e1fb61e3931e17e91f821
0,        219,        219,        1,  6220800, b74a703de7227d446efbbe7dd9a551c3
0,        220,        220,        1,  6220800, f1516b22af0a94a8b51590daf05eaa8b
0,        221,        221,        1,  6220800, fea2f1cfac4d5414a4f4c2d2a7d7a8cb
0,        222,        222,        1,  6220800, dd03f3c72fec65646b67d3d57d08d982
0,        223,        223,        1,  6220800, 9cfbfa8ad47b24cc893c11d7933f66ef
0,        224,        224,        1,  6220800, e34671ce08a4226f226400dbb397fb73
0,        225,        225,        1,  6220800, 63710379f43e62cc1364c447bdeaffe1
0,        226,        226,        1,  6220800, a43ddce77d2de1903ed3f6dad0b0f524
0,        227,        227,        1,  6220800, 08ed1223e291e07b7d00bc07e23a5894
0,        228,        228,        1,  6220800, 954777a4912035f912c7b15e686f5b17
0,        229,        229,        1,  6220800, 2751b1f2e0bdf0380d76aa4a2b77eab5
0,        230,        230,        1,  6220800, 6a395476a385160c16e8a18cce8d2f43
0,        231,        231,        1,  6220800, dfa7d55d24fa6a7e50ab6b22afab5369
0,        232,        232,        1,  6220800, 8543cbe02dfa62d9781d81707def1525
0,        233,        233,        1,  6220800, 86613d4c2fe89756da36ad7a9a0dadbe
0,        234,        234,        1,  6220800, ff57e2d621b1d0585893aabcadf137e1
0,        235,        235,        1,  6220800, 74f6088ea4173bdb7c22a940e78ae32a
0,        236,        236,        1,  6220800, 2fd7b922a2bdfee986703d75cdf4e0c8
0,        237,        237,        1,  6220800, 2d6f50946e7863e2c9bb7bbc09efbb88
0,        238,        238,        1,  6220800, c455d69e3fe7e51d4ac82bd89bbe22f2
0,        239,        239,        1,  6220800, e3464b39f8e37678736bcaa62d41acfc
0,        240,        240,        1,  6220800, 44a8d0c22259581fe3edc8f1f987f6d5
0,        241,        241,        1,  6220800, 2d6d6a755161f37472d424f305f6c1f0
0,        242,        242,        1,  6220800, 9997acec35d0d985e298a6cbcb2c3978
0,        243,        243,        1,  6220800, cff0c40ab0cd011c69598b8a5bbe050a
0,        244,        244,        1,  6220800, a11da808dc86ba5b891d958ff8b2451b
0,        245,        245,        1,  6220800, c0f3cac361f8a1041cad1d0df23dbe5b
0,        246,        246,        1,  6220800, 6b042435c3788bee4348abd5e04df0b7
0,        247,        247,        1,  6220800, 37a5165259e97b7d4768b1637d6159e7
0,        248,        248,        1,  6220800, d07ce2837da9c4cd856799cf12a3e379
0,        249,        249,        1,  6220800, 01388f1f71208b63414f7fff6d2c6772
0,        250,        250,        1,  6220800, 5801b2996069649329366682e8974c2e
0,        251,        251,        1,  6220800, 5d1abb8d9aa06d439c6d4a861fceaa06
0,        252,        252,        1,  6220800, 447cf0d7dd4806cb99572da15565c239
0,        253,        253,        1,  6220800, 4fbde27ca7d3d70e6d39b853fcade97a
0,        254,        254,        1,  6220800, b6825af4568adc9fd006c83e47fe33e0
0,        255,        255,        1,  6220800, 548365ace51ca4bd7d569f62b16d13db
0,        256,        256,        1,  6220800, 3968e009898c7399c0298afd5a39dc31
0,        257,        257,        1,  6220800, b43260ec164252c84183b5067be2e531
0,        258,        258,        1,  6220800, 7ef26c5c6103aee4db78b45039581b65
0,        259,        259,        1,  6220800, 756efd2d43dc8063044d14c6de1f3527
0,        260,        260,        1,  6220800, 9cdccd597c160a490c73399c1462aab5
0,        261,        261,        1,  6220800, a089a4086f1c98efa14dc4532d6d7336
0,        262,        262,        1,  6220800, 51b6dddda8dd5d5286d2fc20361137e6
0,        263,        263,        1,  6220800, 4ca24a7c837ba431e625ec00edbc361c
0,        264,        264,        1,  6220800, e56c7e4917819cb8fe80c8d93b3cdecd
0,        265,        265,        1,  6220800, 847a152be3e47519cb11d0b6fed0b9f8
0,        266,        266,        1,  6220800, 94053d15a92e496c08813c058a8592b7
0,        267,        267,        1,  6220800, 94053d15a92e496c08813c058a8592b7
0,        268,        268,        1,  6220800, c5b3ac1c907e885be3583b0942f8481d
0,        269,        269,        1,  6220800, 21655dac81400ce74f5c59ce77acab86
0,        270,        270,        1,  6220800, 93a7d8e7fcee3bab865d0f81c437b389
0,        271,        271,        1,  6220800, cef227dbe2e7f1f621ec5b29f9b5f3b8
0,        272,        272,        1,  6220800, 0e6c9b55b28e94bc2de7432bd33cf09f
0,        273,        273,        1,  6220800, b0481fe5261836990714e557c66fc448
0,        274,        274,        1,  6220800, ec67d414f8b43ac426868a647de5930f
0,        275,        275,        1,  6220800, 37bb1aea929d4043b53c2c295b7bcee2
0,        276,        276,        1,  6220800, b7a522b4284bd99905e6b4a478bf4bbe
0,        277,        277,        1,  6220800, 494a3e36d199532c0c946abd72bd1226
0,        278,        278,        1,  6220800, c9f81f87bfc67e6df1b6869fbdebacb6
0,        279,        279,        1,  6220800, 7a6cd711cec454b10ddbcede1acc0729
0,        280,        280,        1,  6220800, 22d30effd962930b96484c4eaa914a79
0,        281,        281,        1,  6220800, 166e42d7f019110dae2769172985e80c
0,        282,        282,        1,  6220800, b1b09381b78095046636364808312110
0,        283,        283,        1,  6220800, a667a6445008b138a9ad6754e4b59c72
0,        284,        284,        1,  6220800, 8b0e434f415ecf8469e93c5c051caa41
0,        285,        285,        1,  6220800, dbd52add53b90343113fdc5521b7b520
0,        286,        286,        1,  6220800, 1a8355209fcf839fa6b5841b03580a04
0,        287,        287,        1,  6220800, 407c1bce0af65b177e26d6145b546165
0,        288,        288,        1,  6220800, aab95fc62c6a68ae562114919d701e78
0,        289,        289,        1,  6220800, b89bc891e7e222ae7d2380d44664abc3
0,        290,        290,        1,  6220800, 6e80904abf8b5defaeec241ef69bb8e1
0,        291,        291,        1,  6220800, 3c2a033579d490ef915b3853a7a8f5a6
0,        292,        292,        1,  6220800, 81bc2ec3bf77e58daa7791de25dc61ce
0,        293,        293,        1,  6220800, 65538b46376df8bfa083c402dd25ab04
0,        294,        294,        1,  6220800, 15efe19364797992ad5be7403d867907
0,        295,        295,        1,  6220800, bdd59030f3c78b7214104fd7fe3f6f7a
0,        296,        296,        1,  6220800, 3f38f616b77afe6aad5861cf76d5e814
0,        297,        297,        1,  6220800, d239c382a1b42c0f7d4bbdae23ffc917
0,        298,        298,        1,  6220800, c379ccff1a9543b6907f9e8acf2a904f
0,        299,        299,        1,  6220800, 6a2d5c7731a01483707a8a2d63a5f3fc
0,        300,        300,        1,  6220800, 7543ca27c72a6183ab7f268ac44d5a1a
0,        301,        301,        1,  6220800, b21538161af37c334367a81ce1a4e382
0,        302,        302,        1,  6220800, 9da97fa29b7dbe2798f0d49d1a451f11
0,        303,        303,        1,  6220800, 59c37e74b76a188ca13f7033e0488dc5
0,        304,        304,        1,  6220800, d867a086058bf8a0739d02e7b2b6022a
0,        305,        305,        1,  6220800, 434bd1473860e618c2b0fc78f762bf61
0,        306,        306,        1,  6220800, 40798e8ef2ae0da088b9f330a77236da
0,        307,        307,        1,  6220800, f8b0a6fb9042f994728b295eec09ff6b
0,        308,        308,        1,  6220800, 0ede0d699e5dde77ea889192e2aa58e3
0,        309,        309,        1,  6220800, d2570aa06d75a31d7e4cb9cd7fe7e3e2
0,        310,        310,        1,  6220800, d72987292828aad009f41a961a4db5cb
0,        311,        311,        1,  6220800, 253ae34f7ad01e693e919d1cfb1e23cb
0,        312,        312,        1,  6220800, aa9f33ca302ba2065de666aee522271d
0,        313,        313,        1,  6220800, cb2e538d932d1ae216912f680f8fe288
0,        314,        314,        1,  6220800, 8f558c0f78cf7507a5fdbce6bc5671f7
0,        315,        315,        1,  6220800, be5d93ce1eb4934c567cc295a707d268
0,        316,        316,        1,  6220800, 68ded6748b8b8e32f56d5925f96b4029
0,        317,        317,        1,  6220800, 61a1fb14d1ac58f102251445d5d59dc9
0,        318,        318,        1,  6220800, 5e67fd4b4ceeaaf6442285afe9435a69
0,        319,        319,        1,  6220800, 7115a9d5eb5229f75e092d48eb5f48ef
0,        320,        320,        1,  6220800, 6d212d5499717e3218fab01a89d1905b
0,        321,        321,        1,  6220800, 7a4df07b8799a12d0cc877316d31410a
0,        322,        322,        1,  6220800, 510ae2c680de4028ce7273d6a51cff65
0,        323,        323,        1,  6220800, b31f9db212cd33589cd18f2359dc4d54
0,        324,        324,        1,  6220800, 634aa7bae1f94d81abda1743809af102
0,        325,        325,        1,  6220800, bef5db54421e3544e6f959dcfccca487
0,        326,        326,        1,  6220800, 8251d8d31e9211b3d85af1b8e33f42f3
0,        327,        327,        1,  6220800, 388dc6715d901321b3074d72688a491e
0,        328,        328,        1,  6220800, 4784f72f340314f0d537815ed380d9b1
0,        329,        329,        1,  6220800, cbfceae99a324bf0781550a79b55e71a
0,        330,        330,        1,  6220800, ea08383a66cce662db4836f7afb67962
0,        331,        331,        1,  6220800, 5d4a3bd5ca9373106a2573d5bad195b4
0,        332,        332,        1,  6220800, d3f57b87c8afcc52118b0eecae404850
0,        333,        333,        1,  6220800, 63444a76e471c08ddc4d59276e55c013
0,        334,        334,        1,  6220800, 62a996f9ef0d24d91ee271868339520c
0,        335,        335,        1,  6220800, 6300313eaa85b90815e5c1993f7b82f2
0,        336,        336,        1,  6220800, 2883ec081790e087daaafa34b34340c7
0,        337,        337,        1,  6220800, 383d1ab829f2d930aa5e1e7de75a2ef9
0,        338,        338,        1,  6220800, b2243240f9b33bc3a417e67d3c0ebf30
0,        339,        339,        1,  6220800, ecbeadd12355f8f3e45f7eb24d1b18bd
0,        340,        340,        1,  6220800, 621131810a74c4af33518b70d777b1d3
0,        341,        341,        1,  6220800, 5c0f6eba3fea82ba6b361ce192af0306
0,        342,        342,        1,  6220800, 4697b6377462e0347ad248c49731b61c
0,        343,        343,        1,  6220800, fff17a9edcf81d7778c47b10567c4cb3
0,        344,        344,        1,  6220800, 11cd7192fa0d9329aca5dada9e1ee219
0,        345,        345,        1,  6220800, 6fbf6d029d8ab998870c506c80593871
0,        346,        346,        1,  6220800, fa25eb908ebff926ecae95eec31306da
0,        347,        347,        1,  6220800, 52b7e0f4e4279266ce6717e9d310dd93
0,        348,        348,        1,  6220800, e41aef01953130ae3ecffbd672ceb48b
0,        349,        349,        1,  6220800, c421e6846496219297755a0dd5184506
0,        350,        350,        1,  6220800, d01d661a8ee65c867cdade9ac7d9e432
0,        351,        351,        1,  6220800, c0671fd762611f72cd61bf0095a3c60c
0,        352,        352,        1,  6220800, aee8d2ccaa8a2b43bca1b8e40060990e
0,        353,        353,        1,  6220800, 614ab966b32c53bd9d92a9f37fbd503a
0,        354,        354,        1,  6220800, cf3da2298799adc9dd31e752024d2ff3
